lsoa11,r_dec,h_dec,e_dec,ahah_dec
W01000967,3,3,10,7
W01001750,7,2,8,4
E01020013,5,1,3,1
E01029327,1,10,1,8
W01001234,4,9,4,6
W01000826,4,9,3,5
E01018751,4,8,3,2
W01001266,2,8,1,1
E01019922,6,6,3,2
W01001005,3,8,4,3
W01001446,7,7,7,7
W01001722,10,1,9,9
W01000141,6,5,1,1
W01001398,6,6,7,5
W01001437,8,6,8,8
E01019924,4,9,2,5
E01020158,2,8,3,2
W01000429,1,10,1,9
E01015253,5,5,3,1
W01000946,2,9,1,4
E01015085,3,5,5,2
E01019344,1,10,1,9
E01018772,3,9,1,4
E01015055,3,8,5,4
W01000173,3,9,2,4
W01000869,9,2,6,6
E01018870,7,7,7,7
W01000655,4,9,4,5
E01019042,5,5,8,5
E01018913,10,1,8,10
E01018842,7,7,4,5
W01001436,10,3,7,9
E01020340,1,10,1,8
W01001707,4,5,6,3
W01000215,8,8,2,6
W01000929,1,8,6,4
W01000877,5,8,4,4
W01001851,8,4,8,7
W01000409,3,8,2,2
W01000621,3,10,1,6
E01020172,1,10,2,7
E01020209,3,9,2,4
W01000222,6,9,3,7
E01029261,1,10,1,8
E01020296,1,10,1,6
E01018977,6,5,6,4
E01020010,7,4,2,2
W01001770,6,3,8,5
E01029311,6,3,3,1
W01001232,6,6,6,5
E01019003,4,8,6,6
E01018903,1,10,1,8
W01001459,4,8,7,7
E01019093,2,10,3,7
W01000570,5,6,3,2
W01000472,1,10,1,9
W01001938,7,4,7,6
W01000593,3,9,8,8
E01015113,4,7,5,3
W01000105,9,5,1,5
W01000169,10,2,2,7
W01001041,5,8,5,5
W01000858,8,3,5,4
E01029342,1,10,1,6
E01015059,5,6,7,4
E01020255,7,5,4,3
E01019164,3,5,3,1
W01000761,7,4,5,3
E01029256,6,7,3,3
E01018803,8,9,7,10
W01000430,1,10,1,9
E01019940,1,10,2,7
W01001689,5,7,6,4
W01001369,2,9,5,6
W01001849,5,7,6,5
E01019935,1,10,2,7
W01001083,2,8,4,3
W01000206,2,10,3,7
E01019118,10,1,2,7
W01000090,3,10,1,5
E01020041,2,7,2,1
W01001259,4,8,5,4
E01007185,10,2,4,7
E01019070,1,10,8,9
E01019960,1,10,3,9
E01015024,2,8,4,2
E01028923,2,10,2,7
W01000623,1,10,3,8
W01001531,2,7,4,2
W01000848,2,9,4,4
E01019934,5,9,1,4
W01000759,3,8,4,3
E01032652,4,7,5,3
E01020057,7,7,2,3
W01000223,4,8,2,3
E01029292,8,3,5,3
W01000149,5,6,3,2
E01015125,3,6,3,1
W01001775,10,1,8,10
W01000604,3,9,6,8
W01001470,2,9,4,6
E01020207,2,10,2,6
W01000494,1,10,1,7
W01001433,3,4,4,1
E01020310,2,8,2,2
W01000970,2,10,1,6
E01019905,3,8,2,3
W01000785,5,9,4,6
E01019964,2,9,2,4
E01020242,2,6,1,1
E01020227,6,7,3,3
W01000171,1,8,2,2
E01019911,3,8,4,4
E01020193,1,10,2,6
W01001738,3,4,8,3
W01000104,1,9,1,2
E01006992,7,9,6,8
W01001860,10,1,8,10
E01018835,2,9,5,5
W01000205,1,10,1,8
E01020027,4,5,3,1
E01019292,8,5,1,2
W01001109,2,5,5,1
E01019135,5,9,2,5
W01000722,1,10,3,8
E01019057,1,7,3,1
W01000546,1,10,2,7
W01001778,4,9,6,6
W01001320,2,9,3,4
W01000166,6,8,2,4
W01001463,6,7,6,6
W01001521,7,2,5,3
W01000454,1,8,1,1
E01020326,1,9,2,4
E01019021,6,6,4,3
E01015270,8,5,3,4
E01019157,10,1,8,10
E01033232,4,7,3,2
W01000503,1,10,1,9
E01020288,1,10,1,9
E01019898,2,9,3,5
W01001107,3,4,4,1
W01001194,3,8,7,6
W01000541,1,10,2,9
E01019116,10,1,2,9
E01019971,9,3,3,4
W01001816,5,5,6,3
W01000054,3,10,1,6
W01001341,4,3,6,1
W01000465,1,10,3,9
W01001874,7,6,10,10
E01007157,6,4,4,2
W01000441,1,10,1,7
E01020036,7,3,3,2
W01001176,2,5,2,1
E01019955,4,8,2,3
E01015034,7,1,7,4
W01000882,4,6,4,1
E01007268,6,3,4,2
E01019000,6,6,7,5
E01018894,2,9,7,8
W01000911,3,9,3,4
W01001175,3,2,2,1
W01000926,1,8,1,1
W01001942,9,3,10,10
E01019071,1,10,4,8
E01018811,4,9,6,8
W01000707,5,7,5,3
W01000872,8,4,6,5
W01000039,1,10,2,8
E01007221,10,1,5,8
E01015025,3,5,6,1
E01029275,2,9,3,5
E01029336,1,10,1,7
W01000363,3,4,4,1
W01001739,4,5,8,4
W01001337,7,2,4,2
E01018938,5,8,1,4
E01019893,2,9,3,5
W01000181,4,9,2,5
E01015157,6,3,8,5
E01028903,8,7,4,6
E01020060,4,5,2,1
W01000825,9,3,2,5
E01019973,8,5,3,4
E01019953,2,10,2,6
E01019127,1,10,1,5
W01001694,9,2,10,10
W01001141,2,7,1,1
W01000068,1,7,1,1
E01019108,4,6,2,1
E01007247,6,1,4,1
E01018910,8,6,8,8
W01000426,1,10,1,6
E01018775,3,8,1,2
E01007201,10,3,3,8
W01001766,10,1,10,10
W01001118,1,8,4,3
E01007264,6,4,4,2
E01019987,8,1,3,2
W01000295,6,5,3,2
E01020309,1,10,2,9
E01015136,8,2,8,6
W01000157,6,6,2,2
W01001150,9,4,4,6
E01006986,5,8,2,3
W01000018,1,10,2,5
E01015191,4,6,4,2
E01015071,4,4,8,4
W01001458,6,6,6,4
W01000020,1,10,1,7
W01001000,4,9,4,5
E01019095,5,9,2,4
W01000319,9,3,5,5
E01018994,7,5,7,6
E01019069,1,10,8,10
E01019900,1,10,2,7
E01018929,3,9,3,5
W01000793,2,9,2,4
W01000956,2,9,2,4
W01001009,1,10,2,6
W01000025,1,10,3,8
W01001257,6,8,3,5
W01001168,2,7,2,1
W01001515,2,4,7,2
W01000995,7,6,4,3
W01001881,4,6,8,6
E01015135,5,7,8,7
W01000034,3,10,3,6
W01001485,1,8,7,5
E01007081,10,4,6,8
W01001489,1,7,6,3
W01001227,7,7,4,5
W01000955,2,9,1,4
W01001372,7,5,8,6
E01007312,9,2,7,6
W01001456,6,6,6,5
E01020304,1,5,1,1
E01019147,10,1,3,7
W01001716,7,4,8,6
W01001071,5,6,9,8
W01001125,9,1,9,9
W01000238,10,5,3,7
E01020270,5,9,3,6
W01000033,3,10,2,6
W01001003,4,8,6,6
E01029315,3,6,2,1
E01020127,1,10,2,7
E01020002,4,5,2,1
W01000440,1,10,2,9
E01007162,3,7,4,2
E01007198,10,1,2,8
E01018799,2,7,7,3
W01001884,3,8,8,7
E01015091,2,7,2,1
E01029310,4,6,3,1
W01000701,1,10,2,8
W01000007,1,10,2,8
W01001056,5,5,5,2
E01018854,7,6,3,4
W01000629,8,6,6,7
W01000080,1,10,1,6
E01015202,7,6,5,5
W01000921,2,9,2,4
E01020065,7,8,2,6
E01020243,2,9,2,5
E01020245,1,10,1,6
E01019145,2,8,2,2
W01000399,2,9,2,5
W01001703,5,4,6,2
E01018891,3,9,3,6
E01019969,7,5,2,3
E01015189,9,6,2,5
E01029298,6,4,4,2
W01000631,5,8,6,5
W01001751,4,5,7,4
W01000606,3,9,5,6
W01001033,1,6,2,1
E01019267,7,6,2,4
W01000009,1,10,2,8
W01001134,4,9,4,6
W01000818,5,4,6,2
E01018787,3,9,3,5
E01015223,3,9,3,4
E01018990,2,10,5,7
E01019986,6,2,3,1
W01001817,5,5,7,3
W01001934,4,5,1,1
W01000083,1,10,1,9
W01000061,2,8,1,1
E01020221,1,10,2,6
W01000726,3,10,5,7
W01000788,6,5,8,6
E01019938,1,10,2,9
E01015041,5,4,9,7
W01001214,2,6,2,1
E01019976,7,6,2,3
E01018940,1,10,2,9
W01000267,3,8,4,4
W01000533,1,9,2,4
W01000943,5,6,3,2
W01000836,4,8,5,5
W01000856,5,6,4,3
W01000918,1,9,1,3
E01019959,1,10,2,8
E01020220,1,9,2,3
E01015058,5,4,7,3
E01020092,2,7,2,1
E01018837,4,7,5,3
W01000692,2,7,5,2
W01001880,3,6,7,3
W01001379,2,8,7,6
E01018923,1,10,2,9
W01000852,6,3,7,2
W01001396,5,6,8,6
E01015215,7,6,3,3
W01001371,5,7,7,6
E01018867,7,6,7,7
W01000309,2,8,2,2
E01019392,9,4,3,5
E01019006,1,10,2,8
E01018796,3,9,4,5
W01000221,6,9,3,6
W01001479,8,4,6,5
E01019028,8,8,2,6
E01019914,3,9,2,4
E01019984,5,7,2,2
W01001825,8,4,10,9
E01019001,9,4,6,7
W01000618,1,10,2,8
W01001488,1,5,5,1
W01001391,2,7,10,8
E01007211,9,3,7,6
E01018986,2,9,1,2
W01001514,2,6,6,2
W01000651,3,8,5,3
E01020297,3,4,1,1
E01018949,4,9,2,5
E01019284,5,7,2,3
W01001904,1,9,2,4
E01029283,4,2,3,1
E01020292,1,10,1,8
E01020033,2,7,2,1
W01001360,1,10,5,7
E01019029,10,5,3,8
E01020202,2,10,1,5
W01000029,5,9,2,5
W01001164,2,9,4,4
E01015247,6,7,2,3
E01020316,1,9,1,4
W01001057,3,9,3,3
W01000890,2,8,3,2
E01020278,2,10,1,6
W01000112,1,10,2,8
W01000506,1,5,2,1
W01000261,5,4,6,3
W01001303,1,9,2,4
W01000565,4,7,1,1
W01000108,8,7,2,5
W01000552,1,10,1,9
W01001780,6,6,8,6
W01000894,6,7,2,3
E01007191,5,8,3,4
E01018840,10,5,8,10
E01020266,7,8,3,6
W01001149,6,6,4,3
W01001274,2,9,3,3
E01020081,5,9,1,5
W01000121,1,10,1,9
W01001742,4,2,8,2
E01015102,4,3,7,2
E01007203,4,5,3,1
W01000544,1,10,2,5
E01020146,3,7,2,1
W01000684,1,10,1,7
E01020068,1,10,2,7
W01001305,7,4,5,3
E01018930,3,10,3,6
E01019081,1,10,2,5
E01019097,4,6,2,1
E01029268,1,10,1,7
W01000583,1,10,2,8
E01018767,5,7,2,2
W01000803,1,10,4,6
E01015137,4,7,8,6
W01001336,4,7,4,2
W01001535,3,9,6,6
W01001067,4,7,8,5
W01000137,1,10,1,8
E01019287,6,7,2,2
E01020148,1,10,1,6
W01000969,3,9,1,5
W01000144,9,2,2,4
E01019052,1,10,2,7
W01000886,8,6,8,8
E01020341,1,9,1,4
W01000127,3,8,4,3
E01015200,3,6,3,1
W01001718,10,1,10,10
W01000887,2,10,1,6
E01007228,8,5,4,4
W01001392,3,9,10,9
W01000805,3,9,4,5
W01001522,5,3,5,1
W01001752,7,2,8,5
W01001298,4,3,8,4
E01019024,1,9,2,4
W01000855,5,7,5,4
W01001714,8,4,8,7
W01000101,2,9,1,3
W01001300,3,4,5,1
W01000900,2,8,3,2
E01018948,5,8,2,4
E01019289,4,9,2,4
E01020260,4,8,3,4
E01015252,5,4,3,1
E01020325,1,10,1,9
E01020183,10,2,2,8
W01001042,1,6,2,1
E01020099,1,10,2,7
W01000600,9,3,7,7
E01015267,9,2,3,5
W01001841,4,6,7,4
E01007288,5,6,5,3
E01019951,2,10,1,7
E01020044,1,10,1,7
E01007259,7,3,3,2
E01018817,2,9,3,5
W01000191,2,8,1,2
W01001915,3,6,7,3
E01019258,2,10,1,6
W01000228,9,4,3,5
E01019972,9,4,3,4
W01001808,4,3,8,3
W01001486,2,5,8,3
W01001620,4,7,4,2
E01015205,8,5,5,6
W01000906,5,8,3,4
W01001491,4,6,2,1
W01000140,5,7,1,2
E01015100,9,1,9,8
W01000942,5,7,3,2
W01001319,2,9,6,7
W01000999,4,8,6,6
W01001038,6,7,7,7
W01001913,3,8,6,5
W01001408,3,8,5,4
W01000057,1,10,1,9
W01000276,5,7,7,6
E01020126,1,10,1,8
E01020176,1,9,1,2
E01019269,2,9,2,4
E01020241,1,10,2,5
W01000084,1,10,1,8
E01018902,1,10,1,9
W01000741,3,7,6,4
E01020214,5,8,2,3
E01015250,3,6,3,1
E01018871,9,5,6,8
W01000235,5,5,3,1
W01000262,6,3,4,1
W01000859,5,7,4,3
W01000154,4,8,2,3
E01018917,4,9,8,8
W01001906,1,10,1,8
E01018794,3,8,3,3
E01019990,4,4,2,1
W01001069,6,2,10,7
W01001138,4,4,2,1
E01007255,4,5,4,1
W01000011,6,8,2,4
E01029294,4,6,4,2
E01018993,2,9,3,3
E01015092,4,3,5,1
E01015195,4,8,4,5
E01015070,3,5,7,3
E01007305,5,6,3,2
E01019943,3,9,3,4
W01000608,5,8,5,5
E01029285,10,1,4,6
E01019974,7,6,2,4
E01020314,1,10,1,9
W01001657,2,9,6,7
W01000714,3,4,3,1
W01001951,7,5,10,10
W01001465,2,9,7,8
W01001546,6,6,2,2
W01001482,1,9,4,5
W01001781,8,3,8,6
E01020222,1,9,2,3
E01019033,8,6,4,5
E01020177,1,7,1,1
W01001434,2,9,4,5
W01000602,6,8,7,7
W01001139,3,7,2,1
W01000723,1,10,2,8
E01018944,1,10,2,8
W01000360,2,8,3,3
W01000049,1,8,1,1
W01000178,9,2,2,4
E01018959,2,10,2,5
E01015088,3,3,6,1
E01019921,5,6,3,2
W01000769,2,9,1,4
E01018833,2,10,3,7
W01001410,3,8,6,5
W01000082,1,10,1,9
W01001517,3,7,5,3
W01000591,2,9,9,9
W01000907,4,9,3,5
W01001317,5,6,3,2
E01018921,2,10,4,8
E01018826,2,10,7,8
W01000888,2,8,1,2
W01001736,4,3,7,2
E01020005,7,2,3,1
W01000981,6,6,7,6
E01020089,2,5,2,1
E01019929,4,8,3,3
E01019985,8,4,3,3
E01018750,3,9,3,4
E01020224,9,3,3,4
W01001717,9,3,9,9
E01019266,4,9,1,4
W01001413,4,7,5,3
W01001741,4,3,8,2
W01000974,3,8,2,3
E01018780,1,9,3,5
W01000146,10,4,2,7
E01020184,9,5,2,6
W01000846,4,5,4,1
W01001792,8,4,8,6
E01015206,9,5,5,6
W01001285,3,4,5,1
E01029343,1,7,3,1
W01000559,1,10,1,9
W01000674,1,10,1,9
W01000113,1,10,1,9
E01020197,2,10,1,6
E01018985,3,10,2,6
E01015169,6,4,8,6
W01000459,1,10,1,9
W01001045,8,6,4,6
E01020102,5,8,1,3
E01007213,8,3,6,6
E01020246,3,9,3,5
W01000466,2,8,1,2
E01019932,9,7,2,7
E01015165,2,9,3,4
E01019259,1,10,1,9
E01015047,5,3,6,2
E01020067,5,9,3,6
W01000730,1,10,3,6
W01000932,4,9,6,7
W01001745,3,8,7,5
W01000615,1,9,2,4
E01018845,1,10,1,7
E01018892,2,10,6,8
E01018778,1,10,2,8
W01001952,8,5,10,10
E01018804,9,8,8,10
W01001112,2,8,5,4
E01019991,6,2,2,1
W01001516,2,8,6,5
E01018933,10,4,3,7
W01001328,2,7,3,1
W01000325,4,9,3,5
W01000100,2,10,1,7
E01020279,6,7,3,4
W01001857,10,1,10,10
E01018935,5,9,3,6
W01000719,1,9,2,5
E01007196,9,2,2,3
E01020025,9,3,3,3
W01000204,2,10,3,7
E01020114,8,5,1,3
W01001847,2,9,4,4
W01000110,6,9,2,6
W01001312,2,7,3,2
W01001182,8,7,4,6
W01001189,2,9,3,4
E01007226,9,2,5,5
W01001450,2,8,5,4
W01000614,1,10,3,9
W01000796,3,9,5,6
W01001316,5,6,7,4
W01000355,2,7,2,1
W01001007,3,6,5,2
E01019927,8,5,3,4
E01019012,8,6,1,4
W01001156,2,9,3,5
W01001073,5,6,9,8
W01001833,9,2,10,10
E01018901,2,10,3,6
E01015065,4,6,6,3
E01020211,5,6,2,1
W01000733,9,5,7,8
E01018789,5,8,3,3
W01001343,2,9,3,4
W01001215,3,6,2,1
E01019952,2,10,2,6
E01019099,2,10,1,6
W01001926,3,10,2,6
W01001530,2,8,4,2
E01020155,3,6,1,1
W01001885,3,8,8,8
E01018859,7,7,7,7
E01020051,3,9,2,6
W01000064,5,8,2,4
W01001130,8,1,8,6
E01018534,8,4,4,3
E01018779,1,10,2,7
W01001737,5,4,8,4
W01001872,10,1,10,10
E01007225,9,3,4,5
E01020231,4,9,2,5
E01015066,3,8,6,5
W01001533,2,9,5,5
W01001152,2,9,3,4
W01001755,10,1,8,9
E01029260,1,9,3,5
E01015103,5,2,7,2
W01000639,9,4,3,5
W01000024,1,10,2,7
W01000069,1,10,1,9
E01029123,2,9,3,5
W01001245,3,8,6,5
W01001637,3,5,5,1
W01001102,9,1,5,4
W01000847,2,9,4,5
E01015093,2,5,4,1
W01000815,4,8,4,3
E01019908,3,7,2,2
W01001345,2,9,4,5
W01001272,4,7,2,1
W01000630,6,7,6,6
W01001108,1,9,6,5
E01018853,6,7,2,3
W01001362,3,8,5,4
W01000804,4,9,3,5
E01018905,2,10,3,8
W01001797,9,3,7,7
E01018788,4,7,4,3
W01000136,3,8,2,2
E01020017,9,3,3,4
E01020152,9,3,1,5
W01001308,3,6,4,1
W01000516,3,7,2,1
W01000948,4,5,1,1
W01001814,4,6,8,5
W01001029,3,9,5,7
W01001132,2,9,8,7
W01000994,4,9,3,5
E01015072,6,3,7,4
W01001070,8,3,10,9
W01000687,1,10,1,9
E01019180,5,8,3,4
W01001732,7,3,7,4
E01015259,8,4,5,4
W01000728,1,10,1,9
E01020116,7,3,1,1
E01019273,2,9,2,3
W01000528,3,9,1,3
W01000041,3,7,2,1
E01018897,5,8,6,6
W01000493,4,9,2,5
E01007197,8,4,2,3
W01000698,1,8,2,1
E01015144,7,4,7,5
E01015129,3,8,5,4
W01000954,1,9,1,4
W01000588,3,8,10,10
W01000983,5,9,5,6
W01000702,1,9,2,5
W01001527,7,3,6,4
W01000586,3,7,5,2
W01000213,10,5,2,8
W01001804,5,4,7,3
W01000501,5,7,2,2
W01001356,2,8,9,7
W01000992,4,8,3,3
W01001374,2,9,7,7
W01000240,10,2,4,9
W01000509,1,8,2,2
E01015236,4,8,2,3
W01000139,5,4,3,1
W01001498,6,5,5,2
W01000773,8,6,4,6
E01018805,7,8,8,9
E01029282,4,4,4,1
E01020312,1,10,1,8
W01001829,10,1,10,10
E01018784,1,10,1,9
E01019061,1,8,4,2
W01000919,1,9,4,6
E01018974,1,10,1,9
E01007300,7,2,4,1
E01019944,7,6,3,3
W01000208,1,10,1,5
E01015221,5,8,4,4
W01001724,10,1,10,10
E01033292,1,9,2,2
E01019172,9,2,5,6
E01019090,1,10,1,8
E01007262,4,7,4,2
E01015260,9,2,5,6
W01001273,7,4,2,2
E01020261,3,9,3,6
E01015121,3,6,4,1
W01000998,3,9,6,6
E01015201,2,9,1,3
E01015131,2,9,5,5
W01000851,5,6,7,4
W01000694,2,9,2,5
E01019968,6,4,3,1
E01018761,1,10,2,9
E01029121,1,10,4,9
E01019285,5,5,2,1
W01000519,1,10,2,8
W01000316,8,4,6,5
E01020100,1,10,1,9
W01001796,7,4,6,4
W01001954,2,7,5,2
E01019950,4,6,2,1
E01007282,9,2,3,4
W01001454,4,9,7,8
E01020271,8,8,4,7
E01019186,9,4,6,7
E01020195,2,9,2,5
E01015039,4,3,8,2
E01015261,10,3,5,8
W01001939,10,2,10,10
W01001882,3,7,6,3
W01001131,5,4,7,3
W01001618,5,6,5,3
E01015257,6,3,4,1
E01019345,1,10,3,8
W01000880,6,5,3,1
E01006993,4,9,7,8
E01018945,1,10,2,8
W01000598,1,8,7,6
W01000675,1,10,1,7
E01019167,9,1,6,6
W01000455,1,10,2,6
E01019133,1,10,2,8
E01018885,6,9,2,5
W01001046,10,1,4,6
E01019022,7,5,4,3
W01000180,4,9,2,4
E01015188,5,8,2,3
W01000515,3,7,2,2
E01019007,2,10,3,8
W01001793,5,7,5,4
E01019288,5,8,1,2
W01000940,7,6,3,3
E01018841,8,8,7,9
E01020008,9,1,3,3
W01000063,1,10,2,9
W01001051,6,7,5,5
E01020003,3,5,2,1
W01001368,3,7,5,3
W01000456,1,9,1,4
W01001916,3,8,7,6
W01001097,3,6,5,2
W01000569,5,6,4,2
E01020026,5,5,3,1
E01020018,10,2,3,7
E01019165,6,5,7,4
E01007257,7,2,3,1
E01007124,3,6,3,1
E01018827,2,9,3,5
W01001036,8,3,5,5
E01020030,10,2,3,9
W01001393,4,5,7,3
E01018874,8,6,9,8
W01000023,1,10,2,8
W01001469,2,8,9,8
E01019078,6,6,1,2
W01001324,2,4,2,1
W01000696,1,10,2,7
W01000517,9,4,2,5
W01001621,4,3,5,1
W01000081,2,10,1,5
W01001811,5,6,6,4
W01000212,8,7,2,6
E01020085,4,9,2,4
E01019185,7,4,4,2
E01029324,3,3,2,1
W01000512,6,4,2,1
E01019161,7,5,4,3
E01018882,4,9,2,6
W01001091,3,4,4,1
E01029296,5,6,3,2
E01007193,9,3,2,6
W01001110,2,8,4,3
E01018790,7,5,3,2
E01020140,7,6,2,3
W01000250,4,5,3,1
W01000849,4,6,6,3
E01015114,6,3,5,2
W01001888,7,6,6,5
E01018537,5,8,4,4
W01000525,2,9,1,3
W01001093,7,6,8,7
E01029263,4,5,4,1
W01001854,7,4,6,4
W01000242,9,5,2,5
W01001831,10,1,10,10
W01001334,2,9,5,6
W01000504,2,8,2,2
E01007190,6,5,3,2
E01020263,1,10,1,8
E01018966,1,10,1,8
W01001201,5,5,6,3
W01001949,8,2,9,8
W01001198,3,8,9,9
W01000096,2,9,2,3
E01019910,7,5,3,2
W01001864,8,3,7,7
W01000022,1,10,2,9
E01020125,5,8,2,3
W01000903,5,9,2,6
E01029277,4,6,4,2
W01000059,8,7,2,5
E01018906,3,9,2,5
W01000766,6,2,7,2
W01000010,1,9,2,5
E01029335,1,10,1,8
W01001945,5,7,9,9
W01001079,8,2,10,9
W01000103,3,10,2,7
W01001928,7,7,2,4
W01001537,2,8,5,4
E01007306,6,6,4,3
E01020091,1,9,1,4
W01001193,4,7,7,4
W01000875,10,2,6,7
W01000603,5,8,9,8
E01020118,5,5,1,1
E01019271,4,8,2,3
E01007159,4,7,4,3
E01019916,10,1,3,9
E01007241,6,7,5,4
W01001390,2,9,10,9
E01015044,7,4,9,8
W01000253,3,9,3,4
W01001439,4,8,4,4
W01000736,2,10,2,5
W01000538,1,10,1,9
W01000563,1,10,2,9
E01020130,8,2,3,2
W01000505,2,8,1,2
E01018919,2,10,5,8
E01020095,10,1,3,7
E01015209,7,3,4,2
E01019937,1,10,2,7
W01001729,2,8,5,4
W01000712,1,8,5,4
E01015243,8,3,2,3
W01000987,4,6,5,2
E01019151,7,4,5,3
E01019074,1,10,10,10
E01015108,4,5,6,2
E01019902,1,10,2,9
E01018768,3,9,2,5
E01015230,4,9,2,4
W01000817,4,5,4,1
W01000224,5,6,2,1
W01000913,9,2,3,3
W01000461,1,9,1,3
E01018973,3,9,2,5
W01000535,1,10,2,9
E01020191,2,9,2,5
W01000226,5,7,4,3
E01019890,2,10,2,7
E01020300,6,8,2,5
W01000475,1,10,1,9
W01000844,4,8,4,4
E01020189,4,8,2,2
E01020213,4,8,3,4
W01001406,2,7,7,4
W01001744,4,3,7,2
W01001039,2,9,5,6
E01015246,6,5,3,2
E01019083,1,10,1,9
W01000288,10,1,4,8
W01001128,1,10,6,8
W01000484,1,10,1,9
E01020232,6,9,2,6
E01029259,1,9,2,4
W01000960,4,5,8,6
E01007161,4,6,4,1
E01015122,4,5,4,2
E01018782,1,10,2,8
W01001220,4,5,7,4
E01020212,4,6,2,1
E01015098,7,2,8,5
E01019087,6,6,1,2
E01007183,5,6,5,3
W01000941,8,5,3,4
W01000939,9,3,4,6
W01001239,3,8,9,8
E01007316,9,2,7,8
W01000131,5,8,2,4
W01001834,10,1,10,10
W01000767,7,3,7,4
W01000130,8,6,2,5
E01015033,4,6,7,5
W01001958,6,6,7,6
W01001154,2,9,3,5
E01018829,2,10,6,8
W01000672,1,10,2,9
E01020333,2,8,3,2
W01000762,6,5,6,4
E01019084,1,10,3,7
W01000038,1,10,2,9
W01001225,3,9,6,6
W01001866,7,6,9,8
E01015069,3,8,5,4
E01015046,7,4,9,7
W01000876,8,4,5,4
E01020004,3,4,2,1
W01001638,2,8,7,6
W01000398,2,9,3,3
W01001013,3,10,3,7
W01000980,7,6,6,5
E01032658,10,2,9,10
W01001540,3,6,3,1
W01001212,3,7,2,1
W01000076,8,5,1,3
W01001321,2,8,3,3
W01001395,4,5,8,4
W01001448,10,2,8,10
W01000116,1,9,2,3
W01000066,1,10,1,9
W01001137,6,7,4,4
W01000016,9,5,2,5
W01000711,2,9,1,5
W01000278,7,6,8,7
W01001900,1,9,1,2
W01001167,4,6,3,2
W01000654,8,4,6,6
E01018850,1,10,2,9
W01000757,8,7,5,6
E01020006,9,3,3,4
E01018912,7,7,6,7
E01028915,2,10,2,9
W01001940,5,7,10,9
E01019102,1,10,3,9
E01029100,7,5,7,4
W01000800,2,9,4,4
W01001699,7,1,10,10
E01018851,2,7,6,3
E01015268,7,4,2,2
E01029124,1,10,3,8
W01000438,1,10,2,9
W01001473,5,8,8,8
W01001905,1,10,2,9
W01000003,1,8,2,1
E01007182,9,2,4,6
W01000124,2,10,1,8
E01019103,7,9,1,5
W01001875,5,6,10,8
W01000834,3,7,7,3
W01001673,2,9,4,4
W01001166,3,8,2,3
E01019989,8,1,3,1
W01000199,3,9,2,5
W01001296,2,8,3,2
W01000607,6,9,5,6
W01000193,1,10,1,5
W01000751,3,8,3,2
W01001852,5,7,4,3
E01020324,1,10,1,8
E01018951,1,10,1,8
E01018783,1,10,3,8
W01000547,1,10,2,8
E01018957,1,10,3,9
W01001116,8,3,8,7
E01015264,3,7,2,1
W01001147,4,9,2,4
W01001202,1,9,1,3
W01001021,10,3,6,9
W01000447,1,10,1,9
W01001098,4,6,4,2
E01019290,5,7,2,3
W01001772,8,4,9,8
W01001250,2,8,4,4
W01000746,7,5,7,5
E01020096,9,2,3,5
E01029142,2,4,5,1
W01000489,5,8,2,4
E01020277,7,6,2,3
W01000807,4,8,4,4
W01000219,8,7,3,6
E01018832,1,10,3,8
E01018844,9,4,4,7
W01001899,1,9,2,4
E01015087,4,4,6,1
E01018866,8,6,8,8
W01001301,5,3,5,1
W01000263,5,5,3,1
W01001688,3,7,7,4
E01019295,3,7,1,1
E01018954,1,10,3,9
E01018814,4,9,7,8
W01001472,4,9,6,7
E01020129,7,2,2,1
E01007223,6,7,3,4
W01000708,4,4,4,1
W01001248,10,2,4,6
W01000657,1,9,3,5
W01000524,1,10,1,8
W01001230,5,4,5,2
W01001633,8,6,6,6
W01001115,4,8,4,3
W01000611,2,9,3,3
W01000720,1,9,3,4
E01007079,8,5,4,5
W01000479,2,9,2,3
E01019170,10,1,7,9
E01018545,6,7,4,4
E01019038,3,9,2,3
E01020203,3,8,2,2
W01001384,1,8,9,8
W01001025,1,2,4,1
E01020181,6,7,2,3
W01001889,9,3,9,9
E01020317,1,9,1,4
E01015160,4,5,4,1
W01001467,6,8,7,8
E01018857,7,4,3,2
W01001476,3,8,7,6
E01018961,4,9,1,4
W01001275,2,8,4,2
W01000143,9,3,2,3
W01000132,8,2,3,2
W01000638,7,5,2,3
E01029099,4,8,6,6
E01019928,6,8,3,5
W01001196,3,8,8,7
W01001842,3,7,7,4
W01001602,7,5,6,5
E01015082,2,4,4,1
W01001759,6,6,9,8
W01000196,6,8,3,4
E01020113,8,2,1,2
W01000056,1,10,2,8
W01001719,9,2,9,8
E01007304,4,3,4,1
W01001252,2,8,6,4
E01020330,4,4,1,1
W01000620,7,9,1,6
W01000053,2,10,1,7
E01020024,7,2,3,1
W01000027,1,10,2,9
E01018756,1,10,1,8
W01001094,4,5,6,2
W01001346,4,7,4,3
W01000617,1,10,1,8
E01019053,1,10,3,7
W01001229,7,6,7,6
W01000297,6,8,3,4
E01020138,1,10,2,9
W01000989,2,9,5,6
W01001520,5,4,5,2
E01020007,8,1,3,2
E01020029,10,3,2,7
E01018982,6,7,4,4
W01001749,4,5,8,4
E01018830,2,10,4,6
W01001805,6,6,7,6
W01000671,1,10,3,7
E01015050,10,1,9,9
